url,label,success,num_events,ssl_valid,ssl_invalid,redirects,forms,password_fields,iframes,scripts,suspicious_keywords,external_requests,page_load_time,has_errors,count_ssl_invalid,count_webdriver_error,count_ssl_valid,count_redirects,count_external_requests,count_forms_detected,count_password_fields,count_iframes_detected,count_scripts_detected,count_suspicious_keywords,count_page_load_time
https://docs.google.com/presentation/d/e/2PACX-1vTVlydyeWuF8ZNfKuXB1qcv1l29_B0FEds3MRC0XCYnQuMZrQ12bvx6Vih7DLsAMaaJ2uVfztwJ42VB/pub?start=false&loop=false&delayms=3000,1,True,9,1,0,1,0,0,0,22,0,0,1459,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
https://aolmail.kerzejilte.workers.dev/,1,True,9,1,0,0,1,0,0,5,1,1,1043,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://cf-ipfs.com/ipfs/QmVhGiNq4P1RvAGNoQPRc9mRcgAVYmVjyxRwdBR4wdoWBe,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://uyaaisuieyurfnkfjkafljahgidusiayuueiwuafnvhaiulakdjfhdjphp.pages.dev,1,True,9,0,1,1,1,0,0,5,1,1,359,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://drivesaversdatarecovery.com,0,True,9,1,0,1,2,0,0,84,1,0,3264,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
https://montgomerychamber.com,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://docs.google.com/presentation/d/e/2PACX-1vRRlpXb0HZlyk3l3M6TVKIqHY8McrY3PgH1-E_hrFi9ZhjDddxcz6dUE24npChUzO5FN5kA4_htKLe4/pub?start=false&amp;loop=false&amp;delayms=3000,1,True,9,1,0,0,0,0,0,1,1,1,693,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://psytoolkit.org,0,True,9,1,0,1,1,0,0,0,1,1,3529,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
https://cloud.mymailwall.com/n/url?l=VN-E1tUGaaaaaa&amp;u=http://nexvir.com/api/img/index.html,1,True,9,1,0,0,0,0,0,0,0,0,1159,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://desservermabagecloudsergeneratorjsjherjrsjgkkf.pages.dev/,1,True,9,1,0,0,1,0,0,5,1,1,419,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://drzfc.weebly.com/,1,True,9,1,0,0,0,0,0,1,1,0,968,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
https://sportsci.org,0,True,9,1,0,1,0,0,0,0,0,0,3605,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
http://0lx.487741145.xyz/hl9gpha4,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://link.edgepilot.com/s/cc0f326a/K9Bb88vZrkCAbkQw26NxvQ?u=https://nhidmgpw.page.link/tFunDojzEBPuD4V66,1,True,9,1,0,1,1,0,0,0,1,1,1736,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
https://cut.org.co,0,True,9,1,0,1,2,0,5,45,0,1,9777,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
https://gtvinerti.com,1,True,9,1,0,1,1,0,1,29,0,1,9937,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
https://chovietnamjp.com,0,True,9,1,0,1,0,0,0,8,0,1,3318,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
https://bafybeialva4emnazv6vtbf77apt4badqnjqt5oxlr4tt2rjknom63llggm.ipfs.cf-ipfs.com/linkapp.html,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://athletics.org.nz,0,True,9,1,0,1,1,0,3,85,1,1,7410,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://bafybeice7wezvlxb43qnunhxuuxxacodb57xpiemicmdlnc3hbjbrvv3z4.ipfs.cf-ipfs.com,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://pub-05c43c7ee2184946bfb02503443f6206.r2.dev/index3.htm,1,True,9,1,0,0,1,0,0,3,1,1,1123,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://0pen-portal.concert-ipa-cbc.eu/?ServiceLogin?Email=undefined,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://droog.com,0,True,9,1,0,1,2,0,2,60,1,1,8100,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://dealogic.com,0,True,9,1,0,1,2,0,0,39,1,1,4427,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://jp.dzsfd.com/,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://gnsr.co.kr,0,True,9,0,1,1,0,0,0,0,0,0,622,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://cartoondollemporium.com,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://hkah.org.hk,0,True,9,1,0,1,0,0,2,38,0,1,3546,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
https://theologyofwork.org,0,True,9,1,0,1,2,0,1,25,1,1,3263,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://facebook.business-home-186615446.id.vn/verify,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://mfa.gov.bt,0,True,9,1,0,1,2,0,1,25,0,1,3081,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
https://noisepop.com,0,True,9,1,0,1,2,0,0,30,0,1,4309,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
https://webadmnatece.wapka.co/,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://bafybeifnncyvwbmav5ndvu6cwuvcmraegwryb55zqxpo3qtwq3mcevcrcu.ipfs.cf-ipfs.com/campg.html,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://bafybeibzqbupd4c2mbh65rftqhxfiuznayx7ky3imnuh5ro4fe5xpfthyq.ipfs.cf-ipfs.com,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://discountdragon.co.uk,0,True,9,1,0,1,205,0,6,131,1,1,6480,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://its4logistics.com,0,True,9,1,0,1,0,0,4,82,1,1,6682,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
https://busto.cn,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://ok-inform.ru,0,True,9,0,1,1,1,1,0,2,1,1,2901,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
https://snooze.com.au,0,True,9,1,0,1,1,0,7,55,0,1,6597,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
https://mh-friends.com,0,True,9,1,0,1,3,1,8,42,0,1,4328,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
https://pikeplacemarket.org,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://mawulolo.godaddysites.com/,1,True,9,1,0,0,0,0,0,0,1,0,267,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
https://tractel.com,0,True,9,1,0,1,11,1,5,26,0,1,4919,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
http://docu-4ks.pages.dev,1,True,9,0,1,1,1,0,0,5,1,1,489,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://m1365.cn,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://bafkreienpka6lgl2bk4leergcch4xy4mgif45ml2tb3i3a3fh2hjuz5t2q.ipfs.cf-ipfs.com,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://btinternet-100291.weeblysite.com/,1,True,9,1,0,0,0,0,0,0,0,0,1070,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://bafybeih7ac53gohpla5bpqpmnv6tccxqr4fhy3ul44myngifgu3qsmvp4y.ipfs.cf-ipfs.com/goodboyz.html,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://dangkykinhdoanh.gov.vn,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://docs.google.com/presentation/d/e/2PACX-1vSJyR5k5PgoodKJvrhHOy3Evh5ztlyW85V95XiHzC423XrM4EwJFQgAmIPU9xg44xRmto6AOol-L5Py/pub?start=false&loop=false&delayms=1000&pli=1,1,True,9,1,0,1,0,0,0,22,0,0,1740,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
https://spagenerator.ru,0,True,9,1,0,1,0,0,0,0,0,1,2057,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
https://pinktag.com,0,True,9,1,0,1,4,0,7,149,1,1,3040,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://ymcachicago.org,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://he-thong-tu-dong.pages.net.br/he-thong-tu-dong,1,True,9,1,0,0,0,0,0,6,0,0,3359,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
https://onepointpointfive.cn,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://pintoressolidarios.org,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://gw-protect-alerts.firebaseapp.com/,1,True,9,1,0,0,0,0,0,0,1,1,674,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
https://mereorthodoxy.com,0,True,9,1,0,1,1,0,2,28,0,1,3284,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
https://norden.social,0,True,9,1,0,1,2,0,0,4,1,1,4653,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
http://registrate2023ahora.royalwebhosting.net/,1,True,9,0,1,1,2,0,1,4,1,1,7897,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://a01lpsd.weebly.com/,1,True,9,1,0,0,0,0,0,1,1,0,2169,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
https://saviopheng-ors.serveusers.com/msidecrt.php?sinvu7yfte=1,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://host-110273.webhosting.magentabusiness.at/tr/xls/form/zd/clients,1,True,9,0,1,0,0,0,0,0,0,0,9221,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://ywrbkp29oz3xru2-1320498057.cos.eu-frankfurt.myqcloud.com/ywrbkp29oz3xru2.html,1,True,9,1,0,0,0,0,0,0,1,0,1860,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
https://webmail-105503.weeblysite.com/,1,True,9,1,0,0,0,0,0,0,0,0,1042,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://delicate-hazac0.iod8h2mi.workers.dev/,1,True,9,1,0,0,1,0,0,5,1,1,937,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://intaps.com,0,True,9,1,0,1,0,0,0,1,0,1,554,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
https://briancoad.com,0,True,9,0,1,1,0,0,0,0,0,0,1354,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://bestcommentaries.com,0,True,9,1,0,1,1,0,0,8,1,0,2625,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
https://aws.com,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://mosaicprojects.com.au,0,True,9,1,0,1,4,1,2,58,1,1,6492,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://radianonline.co.zm,0,True,9,1,0,1,31,1,3,59,1,1,8424,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
http://samwueoieudhgsuwyecube01.pages.dev,1,True,9,0,1,1,0,0,0,3,1,1,201,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://sunnytop-shop.com,0,True,9,1,0,1,3,0,1,76,1,1,2492,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://shorturl.ac/79mbh,1,True,9,1,0,1,1,0,3,13,1,1,4813,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://pub-9544dfbf9a9642b3bc47bf5fde4c6410.r2.dev/satu.html,1,True,9,1,0,0,1,0,0,3,1,1,1419,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://sites.google.com/amricalturs.net/playvoice/home,1,True,9,1,0,1,1,1,2,23,1,1,2649,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://bi-lawfirm.com,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://hao317.cn,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://frankfield.co.uk,0,True,9,1,0,1,0,0,0,3,1,1,860,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
http://ypredict-app.pages.dev/imp,1,True,9,0,1,1,1,0,0,5,1,1,362,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
http://zuza.stefek.szczecin.pl/Webmail/12/Webmail/webmail.php,1,True,9,0,1,1,2,1,0,2,1,1,5244,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
https://metafb-rdek30m.firebaseapp.com/,1,True,9,1,0,1,0,0,0,2,1,0,1543,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
https://almardoof.com/Webmail/11/Webmail/webmail.php,1,True,9,1,0,0,0,0,0,4,1,1,854,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://ramip.ink,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://440industries.com,0,True,9,0,1,1,0,0,0,0,0,0,796,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://mobilefun.com.ua,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://worker-shrill-queen-6b96.danny23biz.workers.dev/,1,True,9,1,0,0,1,0,0,5,1,1,1020,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://cf-ipfs.com/ipfs/QmbhnwUBbdCHfZ6B51rNVePF5MY5t3e1wboVjvtHZseNuv,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://pispealn.web.app/,1,True,9,1,0,0,0,0,0,0,1,1,417,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
https://att-108962.weeblysite.com/,1,True,9,1,0,0,0,0,0,0,0,0,1130,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://ipfs.io/ipfs/QmVjXjPrTTiT8qLiXzwszfGTSRoPo7MBFaPShTuE17gKUX/,1,True,9,1,0,0,0,0,0,0,0,1,222,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
https://sforl.org,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://ffspinsxle.terbaru-2023.com/vhsfhqpdhdxih1/,1,True,9,1,0,1,1,0,1,135,1,1,6825,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
http://ff.member.gareza.vn/zpy1sl45buqhydzjihis841cqm3mljvwfo4bmzms7,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://aktivierung-spk.de/,1,True,9,1,0,1,1,0,1,4,1,1,1662,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://uspc.usspnn.top/,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://deshraag.org,0,True,9,1,0,1,0,0,0,0,1,1,1850,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
https://bt8m1f.webwave.dev/,1,True,9,1,0,0,0,0,0,0,0,0,4287,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://cbv.pages.dev,1,True,9,1,0,1,1,0,0,5,1,1,162,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
http://serviczsuppory.thecamels.eu/swispas/swis/oevlogin/CHFINALE/,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://mediadelivery.fi,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://lngdirect.app-es-inicio.com/app/login,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://ipfs.eth.aragon.network/ipfs/bafybeiglwq7a7ja36hi42bz3w2gyhlae7dnf5icr6qrkyvhsi2mslu4ijy/800-8v345h0pd0-3kj-g5h-wej-9h34f.html,1,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://teikokushoin.co.jp,0,True,9,1,0,1,0,0,0,22,0,1,6342,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
http://windsor-va.pages.dev,1,True,9,0,1,1,1,0,0,5,1,1,225,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
http://reactivar-outlook.232339.hstn.me/login.live.com_login_verify_credentials_outlook.html?i=2,1,True,9,0,1,1,0,0,0,0,0,0,1465,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://validarbhd24do.webcindario.com/,1,True,9,1,0,1,0,0,0,15,0,1,1771,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
http://continuaaqui.webcindario.com/,1,True,9,0,1,1,0,0,0,15,0,1,554,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
https://docs.google.com/presentation/d/e/2PACX-1vRa_pdbRG0DzkcRSjMH-1xBurUsvoGPgVpBRbO-duAtbae_P936F_YDk7vG9y8ZynrOYXltPqEU11DZ/pub?start=false&amp;loop=false&amp;delayms=3000,1,True,9,1,0,0,0,0,0,1,1,1,840,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
http://tinyurl.com/645UISIUHE,1,True,9,0,1,1,0,0,17,28,1,1,1723,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
https://sneakerbinge.com,0,True,9,1,0,1,7,0,5,54,1,1,1863,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
http://dmxbg.pages.dev,1,True,9,0,1,1,1,0,0,5,1,1,1042,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://docs.google.com/presentation/d/e/2PACX-1vSKxmJwPSaCU_aOEjJ2CCWJZdQBuJo0WvUChxFo9jW7UaPBn3gXfA83bXmtfy_oV3sJfnhlWukkBODW/pub?start=false&amp;loop=false&amp;delayms=3000,1,True,9,1,0,1,0,0,0,22,0,0,1672,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
https://fahub.cn,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://demerdashscan.com/,1,True,9,1,0,1,0,0,0,38,0,1,3546,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
https://jtkteam.com,0,False,2,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://dukiriapparel.com,0,True,9,1,0,1,7,0,4,97,1,1,7094,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://corporateservicessg.com,0,True,9,1,0,1,6,1,0,25,1,0,1979,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
https://leovegasin.com,0,True,9,1,0,1,0,0,0,4,1,0,1227,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
https://redbookmag.com,0,True,9,1,0,1,1,0,8,84,1,1,1623,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
https://att-mail-108941.weeblysite.com/,1,True,9,1,0,0,0,0,0,0,0,0,1065,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
https://off1ced0c-2023.pages.dev/,1,True,9,1,0,0,1,0,0,5,1,1,291,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
https://pharmacie-citypharma.fr,0,False,2,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
