url,label,type
https://docs.google.com/presentation/d/e/2PACX-1vRRlpXb0HZlyk3l3M6TVKIqHY8McrY3PgH1-E_hrFi9ZhjDddxcz6dUE24npChUzO5FN5kA4_htKLe4/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing,1
https://psytoolkit.org,Legitimate,0
https://cloud.mymailwall.com/n/url?l=VN-E1tUGaaaaaa&amp;u=http://nexvir.com/api/img/index.html,Phishing,1
https://desservermabagecloudsergeneratorjsjherjrsjgkkf.pages.dev/,Phishing,1
https://drzfc.weebly.com/,Phishing,1
https://sportsci.org,Legitimate,0
http://0lx.487741145.xyz/hl9gpha4,Phishing,1
https://link.edgepilot.com/s/cc0f326a/K9Bb88vZrkCAbkQw26NxvQ?u=https://nhidmgpw.page.link/tFunDojzEBPuD4V66,Phishing,1
https://cut.org.co,Legitimate,0
https://gtvinerti.com,Phishing,1
https://chovietnamjp.com,Legitimate,0
https://bafybeialva4emnazv6vtbf77apt4badqnjqt5oxlr4tt2rjknom63llggm.ipfs.cf-ipfs.com/linkapp.html,Phishing,1
https://athletics.org.nz,Legitimate,0
https://bafybeice7wezvlxb43qnunhxuuxxacodb57xpiemicmdlnc3hbjbrvv3z4.ipfs.cf-ipfs.com,Phishing,1
https://pub-05c43c7ee2184946bfb02503443f6206.r2.dev/index3.htm,Phishing,1
https://0pen-portal.concert-ipa-cbc.eu/?ServiceLogin?Email=undefined,Phishing,1
https://droog.com,Legitimate,0
https://dealogic.com,Legitimate,0
https://jp.dzsfd.com/,Phishing,1
https://gnsr.co.kr,Legitimate,0
https://cartoondollemporium.com,Legitimate,0
https://hkah.org.hk,Legitimate,0
https://theologyofwork.org,Legitimate,0
https://facebook.business-home-186615446.id.vn/verify,Phishing,1
https://mfa.gov.bt,Legitimate,0
https://noisepop.com,Legitimate,0
https://webadmnatece.wapka.co/,Phishing,1
https://bafybeifnncyvwbmav5ndvu6cwuvcmraegwryb55zqxpo3qtwq3mcevcrcu.ipfs.cf-ipfs.com/campg.html,Phishing,1
https://bafybeibzqbupd4c2mbh65rftqhxfiuznayx7ky3imnuh5ro4fe5xpfthyq.ipfs.cf-ipfs.com,Phishing,1
https://discountdragon.co.uk,Legitimate,0
https://its4logistics.com,Legitimate,0
https://busto.cn,Legitimate,0
https://ok-inform.ru,Legitimate,0
https://snooze.com.au,Legitimate,0
https://mh-friends.com,Legitimate,0
https://pikeplacemarket.org,Legitimate,0
https://mawulolo.godaddysites.com/,Phishing,1
https://tractel.com,Legitimate,0
http://docu-4ks.pages.dev,Phishing,1
https://m1365.cn,Legitimate,0
https://bafkreienpka6lgl2bk4leergcch4xy4mgif45ml2tb3i3a3fh2hjuz5t2q.ipfs.cf-ipfs.com,Phishing,1
https://btinternet-100291.weeblysite.com/,Phishing,1
https://bafybeih7ac53gohpla5bpqpmnv6tccxqr4fhy3ul44myngifgu3qsmvp4y.ipfs.cf-ipfs.com/goodboyz.html,Phishing,1
https://dangkykinhdoanh.gov.vn,Legitimate,0
https://docs.google.com/presentation/d/e/2PACX-1vSJyR5k5PgoodKJvrhHOy3Evh5ztlyW85V95XiHzC423XrM4EwJFQgAmIPU9xg44xRmto6AOol-L5Py/pub?start=false&loop=false&delayms=1000&pli=1,Phishing,1
https://spagenerator.ru,Legitimate,0
https://pinktag.com,Legitimate,0
https://ymcachicago.org,Legitimate,0
https://he-thong-tu-dong.pages.net.br/he-thong-tu-dong,Phishing,1
https://onepointpointfive.cn,Legitimate,0
https://pintoressolidarios.org,Legitimate,0
https://gw-protect-alerts.firebaseapp.com/,Phishing,1
https://mereorthodoxy.com,Legitimate,0
https://norden.social,Legitimate,0
http://registrate2023ahora.royalwebhosting.net/,Phishing,1
https://a01lpsd.weebly.com/,Phishing,1
https://saviopheng-ors.serveusers.com/msidecrt.php?sinvu7yfte=1,Phishing,1
https://host-110273.webhosting.magentabusiness.at/tr/xls/form/zd/clients,Phishing,1
https://ywrbkp29oz3xru2-1320498057.cos.eu-frankfurt.myqcloud.com/ywrbkp29oz3xru2.html,Phishing,1
https://webmail-105503.weeblysite.com/,Phishing,1
https://delicate-hazac0.iod8h2mi.workers.dev/,Phishing,1
https://intaps.com,Legitimate,0
https://briancoad.com,Legitimate,0
https://bestcommentaries.com,Legitimate,0
https://aws.com,Legitimate,0
https://mosaicprojects.com.au,Legitimate,0
https://radianonline.co.zm,Legitimate,0
http://samwueoieudhgsuwyecube01.pages.dev,Phishing,1
https://sunnytop-shop.com,Legitimate,0
https://shorturl.ac/79mbh,Phishing,1
https://pub-9544dfbf9a9642b3bc47bf5fde4c6410.r2.dev/satu.html,Phishing,1
https://sites.google.com/amricalturs.net/playvoice/home,Phishing,1
https://bi-lawfirm.com,Legitimate,0
https://hao317.cn,Legitimate,0
https://frankfield.co.uk,Legitimate,0
http://ypredict-app.pages.dev/imp,Phishing,1
http://zuza.stefek.szczecin.pl/Webmail/12/Webmail/webmail.php,Phishing,1
https://metafb-rdek30m.firebaseapp.com/,Phishing,1
https://almardoof.com/Webmail/11/Webmail/webmail.php,Phishing,1
https://ramip.ink,Legitimate,0
https://440industries.com,Legitimate,0
https://mobilefun.com.ua,Legitimate,0
https://worker-shrill-queen-6b96.danny23biz.workers.dev/,Phishing,1
https://cf-ipfs.com/ipfs/QmbhnwUBbdCHfZ6B51rNVePF5MY5t3e1wboVjvtHZseNuv,Phishing,1
https://pispealn.web.app/,Phishing,1
https://att-108962.weeblysite.com/,Phishing,1
https://ipfs.io/ipfs/QmVjXjPrTTiT8qLiXzwszfGTSRoPo7MBFaPShTuE17gKUX/,Phishing,1
https://sforl.org,Legitimate,0
https://ffspinsxle.terbaru-2023.com/vhsfhqpdhdxih1/,Phishing,1
http://ff.member.gareza.vn/zpy1sl45buqhydzjihis841cqm3mljvwfo4bmzms7,Phishing,1
https://aktivierung-spk.de/,Phishing,1
https://uspc.usspnn.top/,Phishing,1
https://deshraag.org,Legitimate,0
https://bt8m1f.webwave.dev/,Phishing,1
https://cbv.pages.dev,Phishing,1
http://serviczsuppory.thecamels.eu/swispas/swis/oevlogin/CHFINALE/,Phishing,1
https://mediadelivery.fi,Legitimate,0
https://lngdirect.app-es-inicio.com/app/login,Phishing,1
https://ipfs.eth.aragon.network/ipfs/bafybeiglwq7a7ja36hi42bz3w2gyhlae7dnf5icr6qrkyvhsi2mslu4ijy/800-8v345h0pd0-3kj-g5h-wej-9h34f.html,Phishing,1
https://teikokushoin.co.jp,Legitimate,0
http://windsor-va.pages.dev,Phishing,1
http://reactivar-outlook.232339.hstn.me/login.live.com_login_verify_credentials_outlook.html?i=2,Phishing,1
https://validarbhd24do.webcindario.com/,Phishing,1
http://continuaaqui.webcindario.com/,Phishing,1
https://docs.google.com/presentation/d/e/2PACX-1vRa_pdbRG0DzkcRSjMH-1xBurUsvoGPgVpBRbO-duAtbae_P936F_YDk7vG9y8ZynrOYXltPqEU11DZ/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing,1
http://tinyurl.com/645UISIUHE,Phishing,1
https://sneakerbinge.com,Legitimate,0
http://dmxbg.pages.dev,Phishing,1
https://docs.google.com/presentation/d/e/2PACX-1vSKxmJwPSaCU_aOEjJ2CCWJZdQBuJo0WvUChxFo9jW7UaPBn3gXfA83bXmtfy_oV3sJfnhlWukkBODW/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing,1
https://fahub.cn,Legitimate,0
https://demerdashscan.com/,Phishing,1
https://jtkteam.com,Legitimate,0
https://dukiriapparel.com,Legitimate,0
https://corporateservicessg.com,Legitimate,0
https://leovegasin.com,Legitimate,0
https://redbookmag.com,Legitimate,0
https://att-mail-108941.weeblysite.com/,Phishing,1
https://off1ced0c-2023.pages.dev/,Phishing,1
https://pharmacie-citypharma.fr,Legitimate,0
https://sscsr.gov.in,Legitimate,0
https://instaspin-online.com,Legitimate,0
https://kfmx.com,Legitimate,0
https://jemi.so/security-offre,Phishing,1
https://cqcmsc.com/,Phishing,1
https://mol.org,Legitimate,0
https://ymm56.com,Legitimate,0
https://apisyouwonthate.com,Legitimate,0
https://oftenimitatedpodcast.com,Legitimate,0
https://pitbikemarket.ru,Legitimate,0
https://sutherland-nc.com,Legitimate,0
https://dmdavid.com,Legitimate,0
https://questoapp.com,Legitimate,0
https://cheshirefire.gov.uk,Legitimate,0
https://3e4q.cn,Legitimate,0
https://s899288136.websitebuilder.online/,Phishing,1
https://thebikeshop.co.nz,Legitimate,0
https://achc.org,Legitimate,0
https://zakongroup.com,Legitimate,0
https://bafybeidzdv7zisbm2gwimtbp2twsrdh4f63yzrm7pys6qlbxqlbaatruyq.ipfs.cf-ipfs.com/,Phishing,1
https://usp.usspql.top/,Phishing,1
https://kregel.com,Legitimate,0
https://elektroniktutor.de,Legitimate,0
https://jolinonline.cn,Legitimate,0
https://caseid1005896734985673.web.app/,Phishing,1
https://pub-6e3d23a65d6b4c24913d2334c820565d.r2.dev/linkSEN.html,Phishing,1
https://esa-paris.fr,Legitimate,0
https://docs.google.com/presentation/d/e/2PACX-1vRqZ1QogwMTDElfsOREQSwfwxIepujOkgqV3eSjZZRWhDProJHtvS8OBTmUKzEDdxRndnyxf7DnX94h/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing,1
https://cancel-volfed.web.app/,Phishing,1
http://collabland-validate.web.app,Phishing,1
https://ox-yabo.com,Legitimate,0
http://bkpsdm.mubakab.go.id/,Phishing,1
https://cloudflare-ipfs.com/ipfs/bafybeie3c5fmnf3xkm65adghkvyxjb634xam5j4r7r3mymzzt7lsokobba,Phishing,1
https://totalwind.net,Legitimate,0
https://docs.google.com/presentation/d/e/2PACX-1vQn-EkwU9bFXXVjGy9Whez5V179hfJwT1SICraF6k1Wq0v42hrd_xTgeokErlhwWn6PSmmaudii7b6s/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,Phishing,1
https://pafipdjaksel.org,Legitimate,0
https://bit.ly/3SLITSN,Phishing,1
https://moltopromocionales.com,Legitimate,0
https://hopeandstory.com,Legitimate,0
https://is.gd/7tIpfw,Phishing,1
https://petshionboutique.com,Legitimate,0
https://jujunyc.net,Legitimate,0
https://wouldliketomeet.me,Legitimate,0
https://pnc-tsp.top/i,Phishing,1
https://aide-laposte-fr.firebaseapp.com/,Phishing,1
https://leahmaria.dk,Legitimate,0
https://furbero.com,Legitimate,0
https://cloudflare-ipfs.com/ipfs/bafybeibowjo4wr25y434f4v4b2yjfanntkratblkh7lwysd737bktbrv6m,Phishing,1
https://mail-102784.weeblysite.com/,Phishing,1
https://glanacion.com,Legitimate,0
https://hellspinpro.com,Legitimate,0
https://ehf-euro.com,Legitimate,0
https://hzyudingktv.com,Legitimate,0
https://ggsu3.terbaiik.com/,Phishing,1
https://pub-16fe70072a1c417590b4caf55c992970.r2.dev/outlook.html#m.x@x.com,Phishing,1
https://axffs.hubside.fr/,Phishing,1
https://maniacworld.com,Legitimate,0
https://responsys.com,Legitimate,0
https://fridayeveryday.com,Legitimate,0
http://linkby.tw/attt,Phishing,1
https://cf-ipfs.com/ipfs/QmcaawaBssRiAnpPvrTMcHNEcJxeiE5UWdNNTJvkbiceEu,Phishing,1
http://irelandsissuesmagazine.com/form1/formpdf/06641a6500e879bf8ee04eb5cd016f31/confirm.htm,Phishing,1
https://elektronikinfo.de,Legitimate,0
https://proxy.org,Legitimate,0
https://fapa.org,Legitimate,0
https://crickettas.com.au,Legitimate,0
https://reztorge.web.app/,Phishing,1
https://getlevitr.com,Legitimate,0
https://teafish.cn,Legitimate,0
https://4icu.org,Legitimate,0
http://43.156.0.130/v3/signin/identifier?dsh=S1309563212:1679199228051752&amp;followup=https://accounts.google.com/&amp;ifkv=AWnogHfrcMjMJOA5-x4JjU2A_H62FL5Ipip8qUn0FfsVqhu1vrUBPxBl4JpnqCjPGKNrTfaShVnNJQ&amp;passive=1209600&amp;continue=https://accounts.google.com/&amp;flowName=GlifWebSignIn&amp;flowEntry=ServiceLogin&amp;ifkv=AWnogHe_7k5J-mCP1nmIpeWcoE1EU7fmHWzVAmbnHRGmFfGAsBIcB2ByaWeZAk2ijCAGPoYwpCSl,Phishing,1
https://quidestv-47d5a.firebaseapp.com/,Phishing,1
https://theguardian.com,Legitimate,0
https://messe-mts.com,Legitimate,0
https://attacker.com/,Phishing,1
https://eunet.no,Legitimate,0
https://ipfs.eth.aragon.network/ipfs/bafkreic3q22kc74bfvphsgju7py6rdtn5iczd7f6zkh3giwf6ijppmylra,Phishing,1
https://writemyessayfht.com,Legitimate,0
https://usps.sfcrsqlkoz.top/,Phishing,1
https://horsetorquesaddlery.com.au,Legitimate,0
https://aol-100698.weeblysite.com/,Phishing,1
https://prd.fr,Legitimate,0
https://docs.google.com/presentation/d/e/2PACX-1vSqLdWgghghMHToUG3F4r_bmynDLpA7yhg3CLp4mz7rosAX0vviMbpYgDUJZs2UB8ohA1In29ILm33R/pub?start=false&loop=false&delayms=3000,Phishing,1
https://uppsalaauktion.se,Legitimate,0
https://bafybeifzmxssldtrz4k3v5z7dtdg53hxjdbgjmmdyqbjecqiq4fg5xo6hm.ipfs.cf-ipfs.com,Phishing,1
https://skyid-skycom-signln-successurl.weebly.com/,Phishing,1
http://emiduhfkjroencoswemexyogeasj01.pages.dev,Phishing,1
https://nsauditor.com,Legitimate,0
https://metalaksaray.com,Legitimate,0
https://pleasantonchurchofchrist.com/.well-known/user/sbb-online-ch/ticket/torsion/pass/,Phishing,1
https://rusmkportal.ru,Legitimate,0
https://bank.pl,Legitimate,0
https://wuft.org,Legitimate,0
https://cloudflare-ipfs.com/ipfs/bafybeifhwlbsc4daqatfolgmnht7b2hiq525mirk7iccy3x2ulxtjnz6ue/thief.html#,Phishing,1
https://centuri6.wixsite.com/tutanota1,Phishing,1
http://43.156.75.220/ServiceLogin?passive=1209600&amp;continue=https://accounts.google.com/?&amp;xrealip=35.203.255.107&amp;followup=https://accounts.google.com/?&amp;xrealip=35.203.255.107,Phishing,1
https://hongzimoju.com,Legitimate,0
https://www.tqiming.com/,Phishing,1
https://housetrends.com,Legitimate,0
https://nftstorage.link/ipfs/QmU8rK3HUNjYZqCV6JagJigR3KrD2EYikeY9DMjrXTzFqJ/hp.html,Phishing,1
https://yydiy.cn,Legitimate,0
https://girlsincshelby.org,Legitimate,0
https://tinyurl.com/2cbwphcr,Phishing,1
https://gironaprosport.com,Legitimate,0
https://sccjzl.cn,Legitimate,0
https://docs.google.com/forms/d/e/1FAIpQLSdb1fNmRBeHfRqfdOCBPbsIBAggAci54JFRzrILluMmEracJA/viewform?usp=pp_url,Phishing,1
https://ipfs.io/ipfs/bafkreibhcxetrs4padnmnamaryy2qa4ovu2mu2nr5wipb53dpg4qganyyu,Phishing,1
https://thebaynet.com,Legitimate,0
https://studyguideindia.com,Legitimate,0
https://new.express.adobe.com/webpage/A7mzfyxDMGve4,Phishing,1
https://reft44-1eaef.firebaseapp.com/,Phishing,1
https://docs.google.com/presentation/d/e/2PACX-1vQDtuTV4OL0I1rVJA4N1apYW2sEM0mZsNrnMzHdW2d_aki13eTfTWIiYkdc0EuVyjKd6N5pPHylbAPC/pub?start=false&amp;loop=false&amp;delayms=3000&amp;pli=1&amp;slide=id.p,Phishing,1
https://pemulihanverifikas2.wixsite.com/verifikasi,Phishing,1
https://docs.google.com/presentation/d/e/2PACX-1vRIk4iW3Gc94gIK9MQlBmPsnBOjl-3sbwJkI8SNN4V8aYG7UuSFDLr3CzKAWh8tAE2mB8ilAIdlK2db/pub?start=false&loop=false&delayms=3000,Phishing,1
https://secondariesinvestor.com,Legitimate,0
https://autopacific.com,Legitimate,0
https://goryiludzie.pl,Legitimate,0
https://docs.google.com/presentation/d/e/2PACX-1vRvsJ817_Cx_r2AKagT92VWtQWngMnPCfWw7PA8hHLhCKzUNvmleRHJzpjrIyaPXADU28FkcNQda1jJ/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,Phishing,1
https://cloudflare-ipfs.com/ipfs/bafkreicezhi6nmdc6vxm6tiardsltjqpp6xfmfovw4dys7hu4uowo5wfny,Phishing,1
https://pub-f3922f20d4c74ba1869fd3db906e3295.r2.dev/gsecondcheck.html,Phishing,1
https://ariteger.com/wp-includes/css/2023/,Phishing,1
https://casino.ru,Legitimate,0
https://mingming20160152.github.io/,Phishing,1
https://btxmailler.weeblysite.com/,Phishing,1
https://lolafry11.wixsite.com/my-site/,Phishing,1
https://www.beekai.com/view/form/68e61f37-a78f-4a72-b1d3-3512711b2637,Phishing,1
http://pemblokirandg51yhv.vwk.my.id/view/,Phishing,1
https://www.ucem.edu.mx/admin/pdf/archivos/WEB/Chameleon/Chameleon/en/login.html#a@b.com,Phishing,1
https://flexdog.com,Legitimate,0
https://telegrem-a.com/,Phishing,1
https://ipfs.eth.aragon.network/ipfs/bafybeibjm24eggf5vmwwx6j5q53mzibugumuvpthpam7jgtm7rdga2tsfq,Phishing,1
https://prepperationnameservertopdomainrealizations1.pages.dev/,Phishing,1
https://heimplanet.com,Legitimate,0
https://tianjinjinnanhotel.cn,Legitimate,0
https://uspw.usspaqo.top/,Phishing,1
https://pub-562dcf1ee0fc4711bec8000291f20cdf.r2.dev/index99.html#incidents%40govcert.ch,Phishing,1
https://eng-doc-shape-a7e8.ereoaeggnlscihkt.workers.dev/,Phishing,1
https://edupool.de,Legitimate,0
https://brontecollege.pages.dev/,Phishing,1
https://allegro.141-98-10-125.cprapid.com/account/profilo/pl/,Phishing,1
https://vyvod-iz-zapoya-murmansk001.ru,Legitimate,0
https://other-104116.weeblysite.com/,Phishing,1
https://mitrphol.com,Legitimate,0
https://museumvandegeest.nl,Legitimate,0
https://effervescent-swan.netlify.app/form-402893728328.html,Phishing,1
https://redwinners.com,Legitimate,0
https://alandsbanken.fi,Legitimate,0
https://usp.usspht.top/,Phishing,1
https://tele2v3.web.app/,Phishing,1
https://usps.mytrackingrn.top/,Phishing,1
https://bydeportesdelcastillo.com,Legitimate,0
https://wabah72059.wixsite.com/my-site,Phishing,1
https://fiercecable.com,Legitimate,0
https://mainchainfx.pages.dev/,Phishing,1
https://new.express.adobe.com/webpage/95AT2O3EmXYyt,Phishing,1
https://sjiw28.firebaseapp.com/,Phishing,1
https://luter.cn,Legitimate,0
https://zimbrawebmail-a3207f.webflow.io/,Phishing,1
https://new.express.adobe.com/webpage/eh1NH5dXUbYjm,Phishing,1
https://1j1ew1h.cn,Legitimate,0
https://kjf.pages.dev,Phishing,1
https://confirmaation-2378.start.page/,Phishing,1
https://elitedentalofsi.com/5gfsdds/,Phishing,1
https://rzwsuh7e.cn,Legitimate,0
https://ipfs.eth.aragon.network/ipfs/bafybeib6ppqnn3dbp2vccadpmowob4v3raqd5ivvw2os3nbibmfnru5tpu,Phishing,1
https://t.co/lSUo7kjjdf,Phishing,1
https://pages-confirm.start.page/,Phishing,1
https://e0734.com,Legitimate,0
https://699qlr41.duckdns.org,Phishing,1
https://exwifesfamouschicken.com,Legitimate,0
https://vardlvt.com,Legitimate,0
https://cglp.com.cn,Legitimate,0
https://apanational.org,Legitimate,0
https://ipfs.eth.aragon.network/ipfs/bafybeihdpwgnainsqdp5qm5z3ooahsh64nnjs36mi3vtvpleknnxnspkii/newone.htm,Phishing,1
https://konubinix.eu/ipfs/bafybeic7fwmtxh2ti5b73kt6fk4ghdk3wz44nwmey63phed2rqhml7npci,Phishing,1
https://honeykidsasia.com,Legitimate,0
https://katieskidsclothes.com,Legitimate,0
https://pub-b607b7b173284ad98c6be203cf0bc200.r2.dev/indexjs.html,Phishing,1
https://livingwithlady.com,Legitimate,0
https://worldwipes.com/rnnb.innb/login.php,Phishing,1
https://ipfs.eth.aragon.network/ipfs/bafybeibdil3u23zbukqko253z55iimvw3veetitihnq5gdrggspky6ggwy,Phishing,1
https://is.gd/TfMpOJ,Phishing,1
https://laishuohua.cn,Legitimate,0
https://workitdaily.com,Legitimate,0
https://fobby.net,Legitimate,0
https://uu88u8.com,Legitimate,0
https://conselldemallorca.net,Legitimate,0
https://fpjcicqph.web.app/,Phishing,1
https://tracykiss.com,Legitimate,0
https://5ghgfg4g4g4g4g.blogspot.com.tr,Phishing,1
http://allegrol0kalnie.90142466.xyz,Phishing,1
https://home-102131.weeblysite.com/,Phishing,1
https://ipfs.io/ipfs/bafybeiddw4yjtp4yay6b6r6dclj2g5637ltbmrdfvagitwnbn7i4evsatq,Phishing,1
https://mediashout.com,Legitimate,0
https://oshocampus.com,Legitimate,0
https://jakobmacfarlane.com,Legitimate,0
https://ipfs.io/ipfs/QmfXcKjWNA5VPcMT12Y7WSQism9PX2e7BL7XwYqWkT2Jva,Phishing,1
https://wynk.in,Legitimate,0
https://vergu-voice-9233.oailuebmsaa.workers.dev/d3ae8f20-0644-457b-92e4-8cfaaba3c8d2,Phishing,1
https://ipfs.eth.aragon.network/ipfs/bafybeibxe4lremuu7epstqh73ze6i5sjdwbqcbby3ke5ecp6sfwwyxqt4a/v5g0o-ckl3-rn-95y-g9eyf-934fyed.html,Phishing,1
https://tinyurl.com/26t6yhjq/?hash=gmail@gmail.com.br,Phishing,1
https://pocket.connect-wallet.workers.dev/,Phishing,1
https://confirmar-login.webcindario.com/,Phishing,1
https://kuwin789.bet,Legitimate,0
https://biteye.follymedia.net/wp-admin/XNwYWNlIGNsaWVudCBjZXRl/SOCIETEGENERALE/4578a20810de5b9/login.php?,Phishing,1
https://5star-shareware.com,Legitimate,0
https://morvarieds.com.au,Legitimate,0
https://sp57953.sitebeat.crazydomains.com/,Phishing,1
https://telegmga-gtg.top/,Phishing,1
https://loreal.fr,Legitimate,0
https://pentester.com,Legitimate,0
https://erwinhymergroup.com,Legitimate,0
https://kpn.gov.pl,Legitimate,0
https://hamt.pk/SW/,Phishing,1
https://bafybeifhi5ssl473yscwhbmqsrnxkclknhtontku3x6wilmme2ygqubgvm.ipfs.cf-ipfs.com,Phishing,1
https://diners.hr,Legitimate,0
https://theshoezoo.co.uk,Legitimate,0
https://hsfguhs.weebly.com/,Phishing,1
https://pglan.be/,Phishing,1
https://isalud.edu.ar,Legitimate,0
https://bt-365-830b5b.webflow.io/,Phishing,1
https://pornozavr.net,Legitimate,0
http://dominioho2.temp.swtest.ru/91982/po/post/cliente.php,Phishing,1
http://bdgfv.pages.dev,Phishing,1
http://bookless-computatio.000webhostapp.com/,Phishing,1
https://pub-dc4ad4d9f393437ca7d416e8c47411cf.r2.dev/index.html,Phishing,1
https://www.4f-online.top/?fbclid=IwAR2aQGaTl086EyGVI3PB4xZaKWk7jhTVxrkk76jqX56t0YRO9385X8OlsPM,Phishing,1
https://lqgroup.org.uk,Legitimate,0
https://pub-4d2834fd483c4397868c496e50aaab33.r2.dev/index.html,Phishing,1
https://usps.mytrackingr-nh.top/information,Phishing,1
https://breakingeighty.com,Legitimate,0
https://cf-ipfs.com/ipfs/Qmf6Xdaf1e1h56H8qY6NJfaDasn1yyXyUtiT43kB7Wy2Ue,Phishing,1
https://ussp.usspyv.top/pg?do=information,Phishing,1
https://docs.google.com/presentation/d/e/2PACX-1vRhnFaEPgwroHngOUDukTrEbHtyWZWZ4Fq0UJbPM6ibAfWG6dZSOcER64FXkSSii4IWKiNhrN2jA2Wk/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,Phishing,1
https://35photo.pro,Legitimate,0
https://placedespop.com,Legitimate,0
https://fygzkk.com,Legitimate,0
https://att-107433.weeblysite.com/,Phishing,1
https://uzcrafts3.wixstudio.io/my-site,Phishing,1
https://pub-fc7862a83ca94b99bd287a1a7b9d59a7.r2.dev/smain.html,Phishing,1
https://dydata.io,Legitimate,0
https://adventuresportsholidays.com,Legitimate,0
https://dongdongqian.top/,Phishing,1
https://ukrposhta.me/ua,Phishing,1
https://startmate.com,Legitimate,0
https://lindsaysilberman.com,Legitimate,0
https://employinc.com,Legitimate,0
https://aobado.net,Legitimate,0
https://uphhold3-lgins.godaddysites.com/,Phishing,1
http://43.134.167.94/v3/signin/identifier?dsh=S-1274583841:1679499670548089&amp;continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;xrealip=107.178.232.242&amp;ifkv=AWnogHekVoVd765TlCzRS3b3EUHah_LgMq1a5wHcHpGjBdrR-xJdwioK03SjcVDJSRFnvlI2DcrNNQ&amp;passive=1209600&amp;xrealip=185.194.93.13&amp;flowName=WebLiteSignIn&amp;flowEntry=ServiceLogin,Phishing,1
https://topgulfcv.cwsbuild.com/wp-content/uploads/2024/03/op/dhl/info.php,Phishing,1
https://casapalmera.com,Legitimate,0
https://bt-bussiness-communication.webflow.io/,Phishing,1
https://acc0ch48sx.page.link/Tbeh,Phishing,1
https://bafybeibho43eggkyk2kxspkb5nrrhkqfvrciptj7uiiy57bdratpotyekq.ipfs.cf-ipfs.com/DaysOff.html,Phishing,1
https://infinacc.com/,Phishing,1
https://acquireproject.org,Legitimate,0
https://mallgalleries.org.uk,Legitimate,0
https://sites.google.com/view/fhnjdngn/home,Phishing,1
https://shipping532.weebly.com/,Phishing,1
https://area9lyceum.com,Legitimate,0
https://segurospersonasbancolombia.brizy.site/,Phishing,1
https://new.express.adobe.com/webpage/qVeY5AaUPpcwg,Phishing,1
https://wejustdesign.com,Legitimate,0
https://mega-wiki.win,Legitimate,0
https://sites.google.com/view/em1il/home,Phishing,1
https://carpart.com.au,Legitimate,0
https://sweepstake97.godaddysites.com/,Phishing,1
https://itmoda.cn,Legitimate,0
https://techrasa.com,Legitimate,0
https://pub-7a703bf49ff843beb6a188592109ffc8.r2.dev/6c987731b1409888b726c95cd639bf.html,Phishing,1
http://schemedamasskactive.xyz/,Phishing,1
https://iniciarcuscatlan.webcindario.com/,Phishing,1
https://pub-51e19772c1364024a6ee089f5fc54319.r2.dev/owa.html,Phishing,1
https://rijswijk.nl,Legitimate,0
https://som.akf.mybluehost.me/wilo/fss/signin.php,Phishing,1
https://zurichberg.com,Legitimate,0
